"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2024-06-15","93.1","-1.17","5.43","Yamamoto, Yoshinobu",666023,808967,,"ball",,,,,9,"Ball","R","R","R","LAD","KC","B",,,0,0,2024,"-0.7","1.04",0.6872268150927651,1.7486516440021338,,,,0,2,"Top",,,,,,,6.303596846483881,-135.35567114327765,-5.988140675173867,-9.909961743343404,27.924939934167668,-18.298044675104943,3.24950872139358,1.60704613404167,,,,"93.5",1993,"6.5",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.03",,,,,,,,8,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",213,"-0.004","0.038",,,,"-0.038",,0,0,0.5,0.5,25,29,26,29,1,0,8,1,87,1,"1.58","0.7","0.7","44.8",,,,,
"CU","2024-06-15","76.5","-1.02","5.56","Yamamoto, Yoshinobu",676369,808967,"force_out","hit_into_play",,,,,8,"Nelson Velázquez grounds into a force out, third baseman Cavan Biggio to second baseman Gavin Lux. Vinnie Pasquantino out at 2nd.","R","R","R","LAD","KC","X",5,"ground_ball",1,0,2024,"1","-1.18",-0.05583397008049773,2.1468149658233777,,,686469,2,1,"Top",97.76,170.26,,,,,0.219410581460536,-111.35613148680036,2.0384303001109094,8.274321725780059,21.463151626970898,-42.59935615912142,3.52,1.76,17,"97.1",-7,"76.7",2579,"6.6",746135,605131,518692,666158,624415,605141,606192,681624,518792,"53.93",0.238,0.27,"0",1,0,0,2,4,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",38,"0.024","-0.304","70.1","7.4",0.301,"0.304","97.1",0,0,0.524,0.476,25,25,26,26,1,0,8,1,87,3,"5.1","-1","-1","50.7",14.061450504771082,-12.039258026522502,28.301399402236868,31.932000942969147,35.61957732137965
"FF","2024-06-15","94.7","-1.29","5.47","Yamamoto, Yoshinobu",676369,808967,,"ball",,,,,14,"Ball","R","R","R","LAD","KC","B",,,0,0,2024,"-0.71","1.3",1.2084869955069728,2.311788084720366,,,686469,2,1,"Top",,,,,,,8.124519562063675,-137.6457922397673,-5.479093006571071,-10.786528862302319,30.15735084131267,-14.655246781242631,3.58882049929002,1.82889236243129,,,,"95",2102,"6.5",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.01",,,,,,,,4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"-0.002","0.034",,,,"-0.034",,0,0,0.526,0.474,25,25,26,26,1,0,8,1,87,3,"1.25","0.71","0.71","44.8",,,,,
"CU","2024-06-15","75.3","-1.12","5.59","Yamamoto, Yoshinobu",686469,808967,"walk","ball",,,,,11,"Vinnie Pasquantino walks.","R","L","R","LAD","KC","B",,,3,2,2024,"1.02","-1.31",-1.0090499640414976,2.942486729185167,,,,2,1,"Top",,,,,,,-1.580135338867721,-109.44695294400644,4.0641233181606,8.445115010706923,21.08466573184977,-43.66264723419368,3.39060538409938,1.50570526592632,,,,"75.1",2471,"6.4",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.09",,0.689131,"0.7",1,0,0,,3,6,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",32,"-0.01","0.267",,,,"-0.267",,0,0,0.536,0.46399999999999997,25,26,26,27,1,0,8,1,87,1,"5.37","-1.02","1.02","49.5",,,,,
"FF","2024-06-15","94.5","-1.16","5.54","Yamamoto, Yoshinobu",686469,808967,,"foul",,,,,4,"Foul","R","L","R","LAD","KC","S",,,3,1,2024,"-0.44","1.33",-0.4361467732231245,2.510924500142294,,,,2,1,"Top",,,,,,,2.861183720242756,-137.62305618816973,-5.220025672045044,-6.170626238934234,29.00471076826239,-14.303108636543485,3.49,1.64,158,"73",64,"94.9",2150,"6.4",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.14",,,,,,,,3,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",213,"0.003","-0.089","77.7","7.2",,"0.089","88.0",0,0,0.533,0.46699999999999997,25,26,26,27,1,0,8,1,87,1,"1.21","0.44","-0.44","47.5",-1.7587896361680286,4.873803651676775,31.597262891221646,42.84771490225371,24.497001168903772
"FF","2024-06-15","94.3","-1.27","5.43","Yamamoto, Yoshinobu",686469,808967,,"called_strike",,,,,5,"Called Strike","R","L","R","LAD","KC","S",,,3,0,2024,"-0.58","1.33",-0.2681907504757639,2.713471713401966,,,,2,1,"Top",,,,,,,3.895951278276331,-137.30236160939853,-4.360258125775851,-8.133677672421978,29.636505405533008,-14.55121265776366,3.51503894042255,1.73035110575508,,,,"94.8",2159,"6.5",746135,605131,518692,666158,624415,605141,606192,681624,518792,"53.99",,,,,,,,3,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",213,"0.002","-0.058",,,,"0.058",,0,0,0.531,0.469,25,26,26,27,1,0,8,1,87,1,"1.22","0.58","-0.58","42.5",,,,,
"FF","2024-06-15","94.1","-1.21","5.51","Yamamoto, Yoshinobu",686469,808967,,"ball",,,,,1,"Ball","R","L","R","LAD","KC","B",,,2,0,2024,"-0.54","1.33",-0.8130776424804974,3.519274592302635,,,,2,1,"Top",,,,,,,2.233563209196839,-137.0477147133132,-2.426203669035603,-7.322645275733101,30.570393789721248,-15.051094274925061,3.48581815056385,1.66369368481928,,,,"94.3",2132,"6.4",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.1",,,,,,,,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",213,"-0.003","0.109",,,,"-0.109",,0,0,0.534,0.46599999999999997,25,26,26,27,1,0,8,1,87,1,"1.24","0.54","-0.54","43.7",,,,,
"CU","2024-06-15","75.9","-1.06","5.64","Yamamoto, Yoshinobu",686469,808967,,"ball",,,,,14,"Ball","R","L","R","LAD","KC","B",,,1,0,2024,"0.9","-1.27",0.0970251655871679,1.3912825303490433,,,,2,1,"Top",,,,,,,0.8102404879559566,-110.52392817908017,0.5399148731547379,7.153446301124042,22.39794777320468,-42.79893034919083,3.49326624650799,1.66963871507597,,,,"75.7",2808,"6.4",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.06",,,,,,,,3,2,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",31,"-0.003","0.068",,,,"-0.068",,0,0,0.537,0.46299999999999997,25,26,26,27,1,0,8,1,87,1,"5.26","-0.9","0.9","54.7",,,,,
"FF","2024-06-15","94.5","-1.17","5.46","Yamamoto, Yoshinobu",686469,808967,,"ball",,,,,11,"Ball","R","L","R","LAD","KC","B",,,0,0,2024,"-0.6","1.3",-0.9874091464491527,2.9426949790862573,,,,2,1,"Top",,,,,,,1.8168249683360265,-137.57237903132435,-3.7842801407506585,-7.972385010664449,30.713812235575702,-15.02000895989638,3.51111706938695,1.67137499330682,,,,"94.9",2096,"6.5",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.01",,,,,,,,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",218,"-0.001","0.04",,,,"-0.04",,0,0,0.538,0.46199999999999997,25,26,26,27,1,0,8,1,87,1,"1.25","0.6","-0.6","46.0",,,,,
"CU","2024-06-15","77.4","-0.9","5.69","Yamamoto, Yoshinobu",677951,808967,"field_out","hit_into_play",,,,,6,"Bobby Witt Jr. flies out to left fielder Teoscar Hernández.","R","R","R","LAD","KC","X",7,"fly_ball",1,0,2024,"0.85","-1.16",0.6501678736997907,2.2598483001471283,,,,1,1,"Top",86.94,85.48,,,,,1.7576065147437927,-112.62821772400355,1.8330261654037048,6.795391895647047,22.798290020657944,-42.60054709076516,3.52636447769193,1.68641331183891,298,"93.2",42,"77.2",2384,"6.4",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.07",0.013,0.021,"0",1,0,0,3,2,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",33,"0.018","-0.295","77.8","7.7",0.037,"0.295","93.2",0,0,0.52,0.48,25,24,26,24,1,0,8,1,87,1,"5","-0.85","-0.85","51.6",10.645819791788057,-18.931395690215354,26.569104425822754,38.07726315538439,41.29346753291244
"FF","2024-06-15","94.9","-1.09","5.58","Yamamoto, Yoshinobu",677951,808967,,"ball",,,,,14,"Ball","R","R","R","LAD","KC","B",,,0,0,2024,"-0.39","1.25",1.1672112102269248,2.1426386691970922,,,,1,1,"Top",,,,,,,6.799745626486146,-137.8631083423542,-6.093771388290771,-6.6000164939248505,32.40470045743137,-15.052547166515476,3.36410052538059,1.61542957603515,,,,"94.9",2079,"6.5",746135,605131,518692,666158,624415,605141,606192,681624,518792,"53.98",,,,,,,,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",211,"-0.002","0.039",,,,"-0.039",,0,0,0.522,0.478,25,24,26,24,1,0,8,1,87,1,"1.3","0.39","0.39","49.4",,,,,
"FF","2024-06-15","95.9","-1.02","5.62","Yamamoto, Yoshinobu",672580,808967,"field_out","hit_into_play",,,,,9,"Maikel Garcia grounds out, third baseman Cavan Biggio to first baseman Freddie Freeman.","R","R","R","LAD","KC","X",5,"ground_ball",0,0,2024,"-0.77","1.22",0.5097767720202386,1.8921064484128296,,,,0,1,"Top",110.08,167.91,,,,,5.782391560837058,-139.36057197747047,-7.001833813833839,-11.348249370435944,31.611002494278132,-14.818333826875087,3.59960289216147,1.73954549585525,4,"88.7",-26,"95.9",2158,"6.4",746135,605131,518692,666158,624415,605141,606192,681624,518792,"54.11",0.072,0.065,"0",1,0,0,2,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",215,"0.022","-0.254","74.2","7.8",0.094,"0.254","88.7",0,0,0.5,0.5,25,24,26,24,1,0,8,1,87,1,"1.26","0.77","0.77","48.7",8.5152997243129,-1.9141632806447118,32.619190372437295,37.51282150699888,33.332046616937234
"SI","2024-06-07","94.6","-1.11","5.62","Yamamoto, Yoshinobu",518934,808967,"grounded_into_double_play","hit_into_play",,,,,4,"DJ LeMahieu grounds into a double play, second baseman Gavin Lux to shortstop Mookie Betts to first baseman Freddie Freeman. Gleyber Torres out at 2nd. DJ LeMahieu out at 1st.","R","R","R","NYY","LAD","X",4,"ground_ball",0,0,2024,"-0.93","1.08",-0.7134599194444925,2.557962352535215,,,650402,1,7,"Bot",138,152,,,,,3.1082164893832354,-137.70135175587313,-4.75485954031915,-12.529305245157596,29.31999017862916,-17.609530782843994,3.29,1.54,61,"100.1",0,"95.1",2100,"6.5",745737,669257,518692,666158,571771,605141,606192,681624,518792,"54.01",0.411,0.369,"0",1,0,0,4,53,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Strategic",205,"-0.09","-0.314","67.2","6.3",0.443,"0.314","100.1",0,0,0.59,0.59,25,35,26,36,3,2,6,2,8,1,"1.46","0.93","0.93","50.1",1.198108322775492,21.000295448402177,31.101008567791645,34.82689587127043,19.423474128226424
"FF","2024-06-07","97.3","-1.04","5.55","Yamamoto, Yoshinobu",650402,808967,"walk","ball",,,,,11,"Gleyber Torres walks.","R","R","R","NYY","LAD","B",,,3,2,2024,"-0.53","1.17",-0.3052135701230664,4.496467552814064,,,,1,7,"Bot",,,,,,,3.198731064190601,-141.64723341351055,0.03269615921918606,-7.912588329270297,32.56743156657672,-16.689009130221173,3.17481484942421,1.44985199103503,,,,"97.7",2080,"6.5",745737,669257,518692,666158,571771,605141,606192,681624,518792,"54",,0.689131,"0.7",1,0,0,,52,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0.034","0.348",,,,"-0.348",,0,0,0.556,0.556,25,27,26,28,3,2,6,1,8,1,"1.24","0.53","0.53","47.3",,,,,
"CU","2024-06-07","81.5","-0.85","5.61","Yamamoto, Yoshinobu",650402,808967,,"ball",,,,,14,"Ball","R","R","R","NYY","LAD","B",,,2,2,2024,"0.91","-1.28",1.6953505389413128,0.3322202220770407,,,,1,7,"Bot",,,,,,,3.9982277074040145,-118.55189081271386,-2.723718163535744,7.653224711116798,25.542859355986266,-43.80031440240207,3.24203180935271,1.48146568469646,,,,"81.8",2519,"6.8",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.71",,,,,,,,52,6,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",33,"0.01","0.108",,,,"-0.108",,0,0,0.546,0.546,25,27,26,28,3,2,6,1,8,1,"4.75","-0.91","-0.91","53.6",,,,,
"FS","2024-06-07","91.5","-1.09","5.49","Yamamoto, Yoshinobu",650402,808967,,"foul",,,,,5,"Foul","R","R","R","NYY","LAD","S",,,2,2,2024,"-0.36","0.53",-0.1440978321552266,2.350774336612173,,,,1,7,"Bot",,,,,,,3.198959373205379,-133.22932338284267,-3.216182292119094,-4.975601628161739,28.89277450568459,-25.429019303455007,3.23,1.51,5,"73.8",-26,"92.2",1259,"6.7",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.8",,,,,,,,52,5,"Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard",245,"0","0","73.4","8.2",,"0","88.0",0,0,0.546,0.546,25,27,26,28,3,2,6,1,8,1,"2.2","0.36","0.36","48.9",27.099698833498163,-20.676814742473866,36.5376652002564,34.934720119881405,44.84086913980686
"FF","2024-06-07","96.9","-1.22","5.41","Yamamoto, Yoshinobu",650402,808967,,"foul",,,,,1,"Foul","R","R","R","NYY","LAD","S",,,2,1,2024,"-0.55","1.34",-0.7987622556347544,2.95531820672681,,,,1,7,"Bot",,,,,,,2.4144842862546683,-141.1470913639951,-4.098888747114791,-7.963021931990223,33.12191244648642,-13.51911055815525,3.23,1.51,234,"78.3",26,"97.4",2124,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.89",,,,,,,,52,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",210,"-0.008","-0.078","72.8","7.0",,"0.078","88.0",0,0,0.554,0.554,25,27,26,28,3,2,6,1,8,1,"1.09","0.55","0.55","44.1",11.748311833939054,0.9652718644418417,35.33348196081948,27.197337618925538,33.23274775862967
"SL","2024-06-07","89.2","-1.06","5.38","Yamamoto, Yoshinobu",650402,808967,,"ball",,,,,14,"Ball","R","R","R","NYY","LAD","B",,,1,1,2024,"0.42","-0.08",1.2248869085100877,0.38774207446572406,,,,1,7,"Bot",,,,,,,4.754586744092152,-129.81137528491885,-6.121099562057516,3.8334264186639055,26.369918515825432,-32.05743921518837,3.32754353445222,1.46007987464746,,,,"89.8",2568,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.93",,,,,,,,52,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",89,"0.005","0.059",,,,"-0.059",,0,0,0.549,0.549,25,27,26,28,3,2,6,1,8,1,"2.94","-0.42","-0.42","46.0",,,,,
"FF","2024-06-07","98","-1.13","5.48","Yamamoto, Yoshinobu",650402,808967,,"ball",,,,,9,"Ball","R","R","R","NYY","LAD","B",,,0,1,2024,"-0.88","1.06",0.6285056716339152,1.5469930656104602,,,,1,7,"Bot",,,,,,,6.822783618632478,-142.37219257528818,-7.604768606516521,-13.600542236316715,33.013516790833215,-16.154930995202832,3.29208212438705,1.5049818885095,,,,"98.5",2020,"6.7",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.84",,,,,,,,52,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",218,"0.003","0.024",,,,"-0.024",,0,0,0.546,0.546,25,27,26,28,3,2,6,1,8,1,"1.32","0.88","0.88","45.0",,,,,
"FF","2024-06-07","96.2","-1.21","5.49","Yamamoto, Yoshinobu",650402,808967,,"foul",,,,,2,"Foul","R","R","R","NYY","LAD","S",,,0,0,2024,"-0.58","1.08",-0.2349618384096589,2.816025372330885,,,,1,7,"Bot",,,,,,,3.916128130692778,-140.09419637100137,-3.9936235199698134,-8.51043339612539,32.04423237713407,-17.209289794258574,3.23,1.51,225,"75.8",25,"96.9",1855,"6.7",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.85",,,,,,,,52,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",227,"-0.004","-0.037","73.1","6.4",,"0.037","88.0",0,0,0.55,0.55,25,27,26,28,3,2,6,1,8,1,"1.38","0.58","0.58","46.6",0.36038527909592366,18.5540144254459,34.32880171405971,34.22966807511844,23.56226279512536
"FS","2024-06-07","91.1","-1.2","5.45","Yamamoto, Yoshinobu",519203,808967,"field_out","hit_into_play",,,,,13,"Anthony Rizzo grounds out, second baseman Gavin Lux to first baseman Freddie Freeman.","R","L","R","NYY","LAD","X",4,"ground_ball",1,2,2024,"-0.3","0.05",-1.1434101964619994,1.9657492732504567,,,,0,7,"Bot",147.2,164.12,,,,,0.7837597811218235,-132.69391253282578,-3.0085164284957413,-3.6626394958897754,26.84733386521966,-31.224128608135675,3.73,1.77,3,"79.3",-35,"91.9",1251,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.88",0.04,0.069,"0",1,0,0,2,51,4,"Split-Finger",0,0,0,0,0,0,0,0,"Strategic","Standard",252,"-0.027","-0.186","76.1","6.5",0.04,"0.186","88.0",0,0,0.577,0.577,25,34,26,35,3,2,6,1,8,1,"2.68","0.3","-0.3","48.8",3.120268655997504,2.1341015854769,27.71690482618257,39.400597408845954,32.39796946246382
"FF","2024-06-07","95.7","-1.37","5.41","Yamamoto, Yoshinobu",519203,808967,,"swinging_strike",,,,,11,"Swinging Strike","R","L","R","NYY","LAD","S",,,1,1,2024,"-0.82","1.11",-0.993535363462038,2.7872641075747984,,,,0,7,"Bot",,,,,,,2.845683600754589,-139.39893127608664,-3.86114021368336,-11.269650658227054,31.04099518221508,-17.004443670445696,3.73,1.77,,,,"96.3",2213,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.93",,,,,,,,51,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",207,"-0.009","-0.056","69.4","6.2",,"0.056",,0,0,0.586,0.586,25,34,26,35,3,2,6,1,8,1,"1.37","0.82","-0.82","44.7",-5.078710071733894,25.11050827532996,32.85002787794428,42.08564516433288,15.015351909210212
"FS","2024-06-07","89.3","-1.05","5.63","Yamamoto, Yoshinobu",519203,808967,,"ball",,,,,11,"Ball","R","L","R","NYY","LAD","B",,,0,1,2024,"-0.45","0.08",-1.5772774579863937,3.2764345803808075,,,,0,7,"Bot",,,,,,,-0.3501749343430373,-130.16902502992625,0.044655962268797755,-4.994375238506771,27.085271959680533,-31.51291286850379,3.76939561071438,1.68672083673854,,,,"89.9",1020,"6.5",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.98",,,,,,,,51,2,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shade","Standard",257,"0.004","0.025",,,,"-0.025",,0,0,0.582,0.582,25,34,26,35,3,2,6,1,8,1,"2.77","0.45","-0.45","49.1",,,,,
"FF","2024-06-07","96","-1.12","5.61","Yamamoto, Yoshinobu",519203,808967,,"foul",,,,,4,"Foul","R","L","R","NYY","LAD","S",,,0,0,2024,"-0.56","1.29",-0.7123731594942438,2.3889133283969306,,,,0,7,"Bot",,,,,,,2.3693865591708314,-139.64540694101683,-5.838835239841432,-7.906596633849362,32.43475257267998,-14.208293727022648,3.73,1.77,237,"74.6",31,"96.3",2015,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.93",,,,,,,,51,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",213,"-0.006","-0.037","70.4","6.4",,"0.037","88.0",0,0,0.588,0.588,25,34,26,35,3,2,6,1,8,1,"1.19","0.56","-0.56","49.2",-8.475018075438687,18.4231417295291,38.60295832606966,37.823372102245244,19.075577965408968
"FF","2024-06-07","96.8","-1.16","5.48","Yamamoto, Yoshinobu",519317,808967,"strikeout","swinging_strike",,,,,2,"Giancarlo Stanton strikes out swinging.","R","R","R","NYY","LAD","S",2,,2,2,2024,"-0.64","1.34",-0.24981470723796628,3.683953120148908,,,592450,2,6,"Bot",,,,,,,3.902958773696273,-140.90262876770717,-2.285519220793717,-9.369822783092829,33.30887859339273,-14.07394034805554,3.64,1.72,,,,"97.4",2080,"6.7",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.8",,0,"0",1,0,0,,46,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",216,"-0.03","-0.234","80.3","7.1",,"0.234",,0,0,0.53,0.53,25,34,26,35,3,2,6,1,8,1,"1.1","0.64","0.64","45.0",5.176448932202115,18.44485770279932,16.975197509953283,39.36866593228956,12.606918072327078
"SL","2024-06-07","88.4","-1.21","5.37","Yamamoto, Yoshinobu",519317,808967,,"foul",,,,,5,"Foul","R","R","R","NYY","LAD","S",,,2,2,2024,"0.57","0.43",-0.18972044352481815,2.610965873162707,,,592450,2,6,"Bot",,,,,,,1.3021079956100317,-128.78551835273282,-1.5832121771486238,6.076856773251046,25.22729529778659,-27.304748673440923,3.64,1.72,190,"74.6",65,"88.9",2635,"6.4",745737,669257,518692,666158,571771,605141,606192,681624,518792,"54.09",,,,,,,,46,5,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",92,"0","0","76.1","8.7",,"0","88.0",0,0,0.53,0.53,25,34,26,35,3,2,6,1,8,1,"2.47","-0.57","-0.57","44.2",9.442920102199189,-17.103760966438493,25.508118858414495,40.73228610676364,30.331649119284776
"FF","2024-06-07","96.6","-1.19","5.5","Yamamoto, Yoshinobu",519317,808967,,"ball",,,,,11,"Ball","R","R","R","NYY","LAD","B",,,1,2,2024,"-0.57","1.13",-1.5723967560789196,4.561972029946395,,,592450,2,6,"Bot",,,,,,,0.2765034677118851,-140.75777548014773,0.4306504517224248,-7.681748285650975,29.752676655894877,-17.325831311408997,3.55900629884555,1.6965571897897,,,,"97.5",2078,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.94",,,,,,,,46,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0.006","0.038",,,,"-0.038",,0,0,0.524,0.524,25,34,26,35,3,2,6,1,8,1,"1.29","0.57","0.57","42.7",,,,,
"FF","2024-06-07","96.8","-1.18","5.52","Yamamoto, Yoshinobu",519317,808967,,"foul",,,,,5,"Foul","R","R","R","NYY","LAD","S",,,1,1,2024,"-0.41","1.23",-0.24408648140663525,3.0354053503972365,,,592450,2,6,"Bot",,,,,,,3.472599260205698,-140.93589245204944,-3.9425820928478874,-6.2389064435230885,30.294760056581865,-15.040851212905464,3.64,1.72,271,"78.7",46,"97.7",2126,"6.7",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.84",,,,,,,,46,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",212,"-0.009","-0.06","78.8","7.4",,"0.06","88.0",0,0,0.533,0.533,25,34,26,35,3,2,6,1,8,1,"1.19","0.41","0.41","46.0",-4.014283285140339,19.589757191562676,26.4160090094272,41.56718249639173,10.535851806796199
"SL","2024-06-07","86.6","-1.24","5.49","Yamamoto, Yoshinobu",519317,808967,,"called_strike",,,,,4,"Called Strike","R","R","R","NYY","LAD","S",,,1,0,2024,"0.57","-0.16",-0.44412908062870676,2.7885663287616107,,,592450,2,6,"Bot",,,,,,,0.7300442827455347,-126.17632763104106,0.02075234253388336,6.01160970336901,23.919701798662256,-34.0723163039168,3.57611227631658,1.67799448081979,,,,"87.2",2555,"6.4",745737,669257,518692,666158,571771,605141,606192,681624,518792,"54.07",,,,,,,,46,2,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",74,"-0.005","-0.048",,,,"0.048",,0,0,0.538,0.538,25,34,26,35,3,2,6,1,8,1,"3.17","-0.57","-0.57","46.1",,,,,
"SL","2024-06-07","88.7","-1.13","5.41","Yamamoto, Yoshinobu",519317,808967,,"ball",,,,,14,"Ball","R","R","R","NYY","LAD","B",,,0,0,2024,"0.34","-0.08",0.8867238038408674,1.2744052142940547,,,592450,2,6,"Bot",,,,,,,4.234111555061117,-129.1725699478494,-3.9508497773964586,3.0041263018090545,25.621457171040316,-32.4648713512991,3.61445839865176,1.68069154408885,,,,"89.5",2644,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.87",,,,,,,,46,1,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",87,"0.003","0.034",,,,"-0.034",,0,0,0.535,0.535,25,34,26,35,3,2,6,1,8,1,"2.96","-0.34","-0.34","44.7",,,,,
"FF","2024-06-07","96.7","-1.19","5.41","Yamamoto, Yoshinobu",592450,808967,"walk","ball",,,,,11,"Aaron Judge walks.","R","R","R","NYY","LAD","B",,,3,1,2024,"-0.58","1",-1.5817838567013691,3.047753187613771,,,,2,6,"Bot",,,,,,,0.2746168143258958,-140.88686793791075,-3.0630876345252407,-7.780784184284494,31.620859021496397,-18.34980893218505,4.02620469741726,1.78103599498223,,,,"97.4",2100,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.92",,0.689131,"0.7",1,0,0,,45,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0.011","0.178",,,,"-0.178",,0,0,0.524,0.524,25,32,26,32,3,2,6,1,8,1,"1.43","0.58","0.58","42.6",,,,,
"FC","2024-06-07","94.3","-1.06","5.43","Yamamoto, Yoshinobu",592450,808967,,"ball",,,,,14,"Ball","R","R","R","NYY","LAD","B",,,2,1,2024,"0.39","0.65",1.1739363104907787,2.814418347293439,,,,2,6,"Bot",,,,,,,4.972993252507021,-137.25027641842956,-2.5542314899258955,3.842355801810236,30.732088897602356,-23.65576705653262,3.97661351093186,1.80253847170024,,,,"94.8",2398,"6.6",745737,669257,518692,666158,571771,605141,606192,681624,518792,"53.92",,,,,,,,45,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",167,"0.005","0.112",,,,"-0.112",,0,0,0.519,0.519,25,32,26,32,3,2,6,1,8,1,"1.92","-0.39","-0.39","43.4",,,,,
